,model_uuid,model_path,ampl_version,model_type,dataset_key,features,splitter,split_strategy,model_score_type,feature_transform_type,model_choice_score,best_train_r2_score,best_train_rms_score,best_train_mae_score,best_train_num_compounds,best_valid_r2_score,best_valid_rms_score,best_valid_mae_score,best_valid_num_compounds,best_test_r2_score,best_test_rms_score,best_test_mae_score,best_test_num_compounds,rf_estimators,rf_max_features,rf_max_depth,max_epochs,best_epoch,learning_rate,layer_sizes,dropouts,xgb_gamma,xgb_learning_rate,xgb_max_depth,xgb_colsample_bytree,xgb_subsample,xgb_n_estimators,xgb_min_child_weight,model_parameters_dict,feat_parameters_dict
0,0c34da00-96e0-44f0-bb18-40ef64c5e3bc,BD1/bd1_models/bd1_bindingdb_curated_model_0c34da00-96e0-44f0-bb18-40ef64c5e3bc.tar.gz,1.6.0,RF,/mnt/projects/ATOM/overhulsejm/hackathon_problem/BD1/bd1_bindingdb_curated.csv,ecfp,scaffold,train_valid_test,r2,normalization,0.6656227523970313,0.9149779271486636,0.25580785504842063,0.13433090779258505,1200,0.6656227523970313,0.5321049420799223,0.37800935018779847,257,0.782593506938264,0.5415483679904485,0.42859839372203157,258,500,32,,,,,,,,,,,,,,"{""rf_estimators"": 500, ""rf_max_depth"": null, ""rf_max_features"": 32}","{""ecfp_radius"": 2, ""ecfp_size"": 1024}"
